id,collection_location,collection_date
seq_154765,intl_source,2020-05-14
seq_128886,domestic,2020-05-26
seq_149690,domestic,2020-05-16
seq_109145,domestic,2020-06-13
seq_10902,intl_source,2020-06-13
seq_115749,intl_source,2020-06-05
seq_109327,intl_source,2020-06-12
seq_74449,domestic,2020-04-18
seq_131715,intl_source,2020-05-24
seq_78505,domestic,2020-04-16
seq_1604,Imports,2020-05-12
seq_77476,intl_source,2020-04-16
seq_47124,intl_source,2020-05-01
seq_18088,intl_source,2020-05-11
seq_1603,intl_source,2020-05-12
seq_38532,domestic,2020-05-04
seq_151617,domestic,2020-05-15
seq_79910,intl_source,2020-04-15
seq_24199,domestic,2020-05-09
seq_136025,domestic,2020-05-22
seq_111458,intl_source,2020-06-10
seq_11458,domestic,2020-06-06
seq_123799,intl_source,2020-05-29
seq_45156,domestic,2020-05-01
seq_243,intl_source,2020-08-07
seq_159555,intl_source,2020-05-12
seq_118127,domestic,2020-06-03
seq_103490,domestic,2020-06-26
seq_92056,intl_source,2020-04-02
seq_83480,intl_source,2020-04-12
seq_159730,intl_source,2020-05-12
seq_145679,intl_source,2020-05-18
seq_132892,intl_source,2020-05-24
seq_11233,domestic,2020-06-08
seq_70889,intl_source,2020-04-20
seq_34315,intl_source,2020-05-05
seq_33561,domestic,2020-05-06
seq_42861,domestic,2020-05-02
seq_86711,Imports,2020-04-09
seq_153744,Imports,2020-05-14
seq_62200,intl_source,2020-04-25
seq_137108,domestic,2020-05-22
seq_130506,intl_source,2020-05-25
seq_46034,domestic,2020-05-01
seq_126351,domestic,2020-05-28
seq_39944,domestic,2020-05-03
seq_34177,domestic,2020-05-05
seq_44043,domestic,2020-05-02
seq_21406,domestic,2020-05-10
seq_116125,intl_source,2020-06-04
seq_82269,domestic,2020-04-13
seq_53823,intl_source,2020-04-28
seq_4431,intl_source,2020-05-02
seq_55265,domestic,2020-04-27
seq_138783,domestic,2020-05-21
seq_150015,intl_source,2020-05-16
seq_156910,domestic,2020-05-13
seq_91123,intl_source,2020-04-04
seq_76351,domestic,2020-04-17
seq_73156,intl_source,2020-04-19
seq_35292,intl_source,2020-05-05
seq_58827,domestic,2020-04-26
seq_95539,domestic,2020-03-26
seq_13373,intl_source,2020-05-23
seq_77614,domestic,2020-04-16
seq_148858,Imports,2020-05-16
seq_92420,domestic,2020-04-02
seq_157330,domestic,2020-05-13
seq_129025,intl_source,2020-05-26
seq_39366,domestic,2020-05-03
seq_48728,domestic,2020-04-30
seq_94671,intl_source,2020-03-29
seq_96310,domestic,2020-03-24
seq_100578,domestic,2020-07-11
seq_129071,intl_source,2020-05-26
seq_125060,intl_source,2020-05-28
seq_95124,intl_source,2020-03-27
seq_31030,intl_source,2020-05-06
seq_91133,intl_source,2020-04-04
seq_14602,intl_source,2020-05-18
seq_1007,intl_source,2020-07-09
seq_8209,domestic,2020-04-13
seq_139218,domestic,2020-05-21
seq_95437,intl_source,2020-03-27
seq_1425,intl_source,2020-05-19
seq_141086,domestic,2020-05-20
seq_49050,domestic,2020-04-30
seq_54452,intl_source,2020-04-28
seq_42710,intl_source,2020-05-02
seq_39460,domestic,2020-05-03
seq_5099,intl_source,2020-04-29
seq_10230,domestic,2020-06-30
seq_39870,domestic,2020-05-03
seq_103838,domestic,2020-06-24
seq_18007,domestic,2020-05-11
seq_120163,domestic,2020-06-01
seq_18703,domestic,2020-05-11
seq_24483,domestic,2020-05-09
seq_110862,intl_source,2020-06-10
seq_11251,intl_source,2020-06-08
seq_24710,domestic,2020-05-09
seq_8143,intl_source,2020-04-14
seq_38212,intl_source,2020-05-04
seq_49275,intl_source,2020-04-30
seq_56479,intl_source,2020-04-27
seq_142252,intl_source,2020-05-19
seq_9371,intl_source,2020-03-31
seq_42523,domestic,2020-05-02
seq_130750,intl_source,2020-05-25
seq_62653,intl_source,2020-04-24
seq_160026,intl_source,2020-05-12
seq_15832,intl_source,2020-05-13
seq_123026,domestic,2020-05-30
seq_159332,domestic,2020-05-12
seq_91436,domestic,2020-04-03
seq_23894,Imports,2020-05-09
seq_48853,domestic,2020-04-30
seq_119372,domestic,2020-06-02
seq_99049,intl_source,2020-03-08
seq_129380,domestic,2020-05-26
seq_141990,intl_source,2020-05-19
seq_88433,domestic,2020-04-07
seq_122943,domestic,2020-05-30
seq_54346,intl_source,2020-04-28
seq_45804,intl_source,2020-05-01
seq_77861,intl_source,2020-04-16
seq_46567,intl_source,2020-05-01
seq_104045,domestic,2020-06-24
seq_19544,intl_source,2020-05-11
seq_150142,domestic,2020-05-16
seq_151455,domestic,2020-05-15
seq_91175,intl_source,2020-04-04
seq_140274,domestic,2020-05-20
seq_91804,domestic,2020-04-03
seq_62583,domestic,2020-04-24
seq_140368,intl_source,2020-05-20
seq_127716,domestic,2020-05-27
seq_39109,domestic,2020-05-04
seq_89699,domestic,2020-04-06
seq_25254,domestic,2020-05-09
seq_27117,domestic,2020-05-08
seq_99058,intl_source,2020-03-08
seq_86866,intl_source,2020-04-09
seq_2267,Imports,2020-05-09
seq_56634,intl_source,2020-04-27
seq_79181,intl_source,2020-04-15
seq_58519,domestic,2020-04-26
seq_86969,intl_source,2020-04-09
seq_81872,domestic,2020-04-13
seq_122088,intl_source,2020-05-30
seq_52766,domestic,2020-04-28
seq_46939,domestic,2020-05-01
seq_120733,domestic,2020-06-01
seq_55564,intl_source,2020-04-27
seq_157518,domestic,2020-05-13
seq_151429,intl_source,2020-05-15
seq_94133,intl_source,2020-03-30
seq_159183,intl_source,2020-05-12
seq_132185,intl_source,2020-05-24
seq_61284,domestic,2020-04-25
seq_138194,intl_source,2020-05-21
seq_129453,intl_source,2020-05-26
seq_5819,domestic,2020-04-26
seq_31057,domestic,2020-05-06
seq_19049,intl_source,2020-05-11
seq_18567,domestic,2020-05-11
seq_23966,intl_source,2020-05-09
seq_10938,domestic,2020-06-12
seq_109486,intl_source,2020-06-12
seq_154597,intl_source,2020-05-14
seq_14235,domestic,2020-05-19
seq_8031,Imports,2020-04-15
seq_66117,domestic,2020-04-23
seq_81290,intl_source,2020-04-14
seq_111874,intl_source,2020-06-09
seq_66232,intl_source,2020-04-23
seq_42098,intl_source,2020-05-02
seq_148554,domestic,2020-05-17
seq_148472,domestic,2020-05-17
seq_84617,domestic,2020-04-11
seq_11601,domestic,2020-06-05
seq_125491,intl_source,2020-05-28
seq_108857,domestic,2020-06-13
seq_102751,domestic,2020-06-28
seq_155044,intl_source,2020-05-14
seq_73324,intl_source,2020-04-19
seq_142623,domestic,2020-05-19
seq_93798,intl_source,2020-03-30
seq_2322,Imports,2020-05-09
seq_93832,intl_source,2020-03-30
seq_42681,domestic,2020-05-02
seq_259,intl_source,2020-08-06
seq_83126,domestic,2020-04-12
seq_124160,domestic,2020-05-29
seq_37066,Imports,2020-05-04
seq_80357,intl_source,2020-04-14
seq_34253,domestic,2020-05-05
seq_132002,domestic,2020-05-24
seq_70164,domestic,2020-04-21
seq_58222,domestic,2020-04-26
seq_38023,intl_source,2020-05-04
seq_67209,domestic,2020-04-22
seq_48018,domestic,2020-04-30
seq_79943,domestic,2020-04-15
seq_105031,domestic,2020-06-21
seq_106115,domestic,2020-06-18
seq_89152,intl_source,2020-04-06
seq_5982,domestic,2020-04-26
seq_73744,intl_source,2020-04-19
seq_111467,domestic,2020-06-10
seq_122676,intl_source,2020-05-30
seq_115095,domestic,2020-06-05
seq_87879,intl_source,2020-04-08
seq_118186,intl_source,2020-06-03
seq_63410,domestic,2020-04-24
seq_54135,domestic,2020-04-28
seq_120614,domestic,2020-06-01
seq_141026,intl_source,2020-05-20
seq_23374,domestic,2020-05-09
seq_46733,intl_source,2020-05-01
seq_62048,domestic,2020-04-25
seq_9484,intl_source,2020-03-28
seq_54855,domestic,2020-04-28
seq_54936,domestic,2020-04-28
seq_27906,domestic,2020-05-08
seq_85266,domestic,2020-04-11
seq_126604,domestic,2020-05-27
seq_138819,intl_source,2020-05-21
seq_22225,domestic,2020-05-10
seq_71519,domestic,2020-04-20
seq_78013,intl_source,2020-04-16
seq_155731,Imports,2020-05-14
seq_54650,intl_source,2020-04-28
seq_117218,domestic,2020-06-03
seq_101874,domestic,2020-07-02
seq_50161,domestic,2020-04-29
seq_92854,domestic,2020-04-01
seq_62111,Imports,2020-04-25
seq_141695,intl_source,2020-05-19
seq_32332,domestic,2020-05-06
seq_127887,domestic,2020-05-27
seq_9983,intl_source,2020-02-18
seq_133128,intl_source,2020-05-24
seq_41108,intl_source,2020-05-03
seq_11504,intl_source,2020-06-05
seq_154395,intl_source,2020-05-14
seq_128017,domestic,2020-05-27
seq_147075,domestic,2020-05-17
seq_140518,intl_source,2020-05-20
seq_38903,domestic,2020-05-04
seq_10848,intl_source,2020-06-14
seq_152197,intl_source,2020-05-15
seq_103979,domestic,2020-06-24
seq_150740,domestic,2020-05-16
seq_155642,domestic,2020-05-14
seq_16001,domestic,2020-05-12
seq_15777,domestic,2020-05-13
seq_89999,intl_source,2020-04-05
seq_43614,Imports,2020-05-02
seq_93163,domestic,2020-03-31
seq_83333,intl_source,2020-04-12
seq_143535,domestic,2020-05-19
seq_156623,domestic,2020-05-13
seq_35962,domestic,2020-05-05
seq_143393,intl_source,2020-05-19
seq_134370,domestic,2020-05-23
seq_64762,intl_source,2020-04-23
seq_130295,domestic,2020-05-25
seq_146289,intl_source,2020-05-17
seq_4311,intl_source,2020-05-02
seq_101935,domestic,2020-07-02
seq_52040,domestic,2020-04-29
seq_71366,domestic,2020-04-20
seq_118991,domestic,2020-06-02
seq_21023,domestic,2020-05-10
seq_104017,domestic,2020-06-24
seq_107237,intl_source,2020-06-16
seq_55843,intl_source,2020-04-27
seq_151435,domestic,2020-05-15
seq_45663,intl_source,2020-05-01
seq_159891,domestic,2020-05-12
seq_75111,domestic,2020-04-18
seq_86901,domestic,2020-04-09
seq_134077,domestic,2020-05-23
seq_86126,domestic,2020-04-10
seq_78080,domestic,2020-04-16
seq_52789,domestic,2020-04-28
seq_75205,intl_source,2020-04-18
seq_91962,intl_source,2020-04-03
seq_82891,intl_source,2020-04-13
seq_105805,intl_source,2020-06-19
seq_22127,domestic,2020-05-10
seq_117538,domestic,2020-06-03
seq_9870,intl_source,2020-03-12
seq_16107,domestic,2020-05-12
seq_20789,domestic,2020-05-10
seq_144114,intl_source,2020-05-18
seq_35058,domestic,2020-05-05
seq_108958,intl_source,2020-06-13
seq_148595,domestic,2020-05-16
seq_55371,intl_source,2020-04-27
seq_148685,domestic,2020-05-16
seq_43983,domestic,2020-05-02
seq_10086,intl_source,2020-07-08
seq_98226,intl_source,2020-03-15
seq_108928,intl_source,2020-06-13
seq_123745,intl_source,2020-05-29
seq_133065,domestic,2020-05-24
seq_77573,domestic,2020-04-16
seq_158890,intl_source,2020-05-13
seq_112482,intl_source,2020-06-08
seq_40081,domestic,2020-05-03
seq_56230,intl_source,2020-04-27
seq_30990,intl_source,2020-05-06
seq_55905,domestic,2020-04-27
seq_108788,domestic,2020-06-13
seq_2640,intl_source,2020-05-08
seq_83416,domestic,2020-04-12
seq_16766,domestic,2020-05-12
seq_115332,domestic,2020-06-05
seq_132805,domestic,2020-05-24
seq_20399,domestic,2020-05-10
seq_98283,intl_source,2020-03-15
seq_51163,domestic,2020-04-29
seq_37612,domestic,2020-05-04
seq_36219,domestic,2020-05-05
seq_105307,domestic,2020-06-20
seq_107920,domestic,2020-06-15
seq_147023,domestic,2020-05-17
seq_39356,domestic,2020-05-03
seq_61054,intl_source,2020-04-25
seq_46742,domestic,2020-05-01
seq_10084,intl_source,2020-07-08
seq_40875,domestic,2020-05-03
seq_142242,domestic,2020-05-19
seq_93450,domestic,2020-03-31
seq_9052,intl_source,2020-04-05
seq_106443,domestic,2020-06-17
seq_21570,domestic,2020-05-10
seq_21005,domestic,2020-05-10
seq_333,domestic,2020-08-02
seq_32207,domestic,2020-05-06
seq_84118,domestic,2020-04-12
seq_118860,domestic,2020-06-02
seq_124531,domestic,2020-05-29
seq_154123,intl_source,2020-05-14
seq_87949,domestic,2020-04-08
seq_35961,intl_source,2020-05-05
seq_123426,intl_source,2020-05-30
seq_91800,domestic,2020-04-03
seq_80313,intl_source,2020-04-15
seq_123600,intl_source,2020-05-29
seq_145798,domestic,2020-05-18
seq_88890,intl_source,2020-04-07
seq_59927,domestic,2020-04-26
seq_156558,Imports,2020-05-13
seq_152491,domestic,2020-05-15
seq_100639,intl_source,2020-07-10
seq_58839,intl_source,2020-04-26
seq_10273,domestic,2020-06-28
seq_140244,intl_source,2020-05-20
seq_154615,intl_source,2020-05-14
seq_147506,intl_source,2020-05-17
seq_11567,intl_source,2020-06-05
seq_42617,domestic,2020-05-02
seq_118131,intl_source,2020-06-03
seq_64282,domestic,2020-04-24
seq_100246,Imports,2020-07-14
seq_42470,domestic,2020-05-02
seq_85135,domestic,2020-04-11
seq_53855,domestic,2020-04-28
seq_18434,domestic,2020-05-11
seq_49292,domestic,2020-04-30
seq_114344,domestic,2020-06-06
seq_136880,domestic,2020-05-22
seq_147125,domestic,2020-05-17
seq_60082,domestic,2020-04-25
seq_51264,Imports,2020-04-29
seq_146963,domestic,2020-05-17
seq_114120,domestic,2020-06-06
seq_100296,intl_source,2020-07-14
seq_152791,domestic,2020-05-15
seq_62888,domestic,2020-04-24
seq_82610,domestic,2020-04-13
seq_130734,domestic,2020-05-25
seq_114,intl_source,2020-08-16
seq_4400,domestic,2020-05-02
seq_121729,domestic,2020-05-31
seq_83433,intl_source,2020-04-12
seq_90423,intl_source,2020-04-05
seq_53496,domestic,2020-04-28
seq_34737,intl_source,2020-05-05
seq_4977,domestic,2020-04-30
seq_69043,domestic,2020-04-21
seq_44111,domestic,2020-05-02
seq_100717,intl_source,2020-07-10
seq_25698,domestic,2020-05-08
seq_73293,intl_source,2020-04-19
seq_102271,intl_source,2020-06-30
seq_18559,domestic,2020-05-11
seq_67006,domestic,2020-04-22
seq_41774,intl_source,2020-05-03
seq_52034,intl_source,2020-04-29
seq_114184,domestic,2020-06-06
seq_44639,domestic,2020-05-01
seq_83150,domestic,2020-04-12
seq_514,intl_source,2020-07-27
seq_97516,domestic,2020-03-19
seq_99551,intl_source,2020-02-28
seq_78088,domestic,2020-04-16
seq_114440,domestic,2020-06-06
seq_74173,intl_source,2020-04-19
seq_143402,domestic,2020-05-19
seq_9921,intl_source,2020-03-06
seq_6936,intl_source,2020-04-21
seq_28225,domestic,2020-05-07
seq_85480,domestic,2020-04-10
seq_63773,intl_source,2020-04-24
seq_31046,domestic,2020-05-06
seq_107653,domestic,2020-06-15
seq_54019,domestic,2020-04-28
seq_115424,intl_source,2020-06-05
seq_80555,domestic,2020-04-14
seq_1880,domestic,2020-05-11
seq_117154,intl_source,2020-06-04
seq_152057,domestic,2020-05-15
seq_39451,intl_source,2020-05-03
seq_34442,domestic,2020-05-05
seq_144126,domestic,2020-05-18
seq_31845,intl_source,2020-05-06
seq_102575,intl_source,2020-06-29
seq_1409,domestic,2020-05-20
seq_96420,domestic,2020-03-24
seq_66534,Imports,2020-04-23
seq_12427,domestic,2020-05-29
seq_67807,intl_source,2020-04-22
seq_151752,domestic,2020-05-15
seq_12368,domestic,2020-05-29
seq_46198,intl_source,2020-05-01
seq_14082,intl_source,2020-05-20
seq_118229,domestic,2020-06-03
seq_149264,Imports,2020-05-16
seq_144128,domestic,2020-05-18
seq_60528,intl_source,2020-04-25
seq_113320,intl_source,2020-06-07
seq_134837,domestic,2020-05-23
seq_134158,domestic,2020-05-23
seq_1069,domestic,2020-06-16
seq_11881,domestic,2020-06-02
seq_127411,domestic,2020-05-27
seq_1698,domestic,2020-05-12
seq_126311,domestic,2020-05-28
seq_123185,intl_source,2020-05-30
seq_43065,domestic,2020-05-02
seq_14990,domestic,2020-05-16
seq_79889,domestic,2020-04-15
seq_65598,domestic,2020-04-23
seq_121581,intl_source,2020-05-31
seq_155067,Imports,2020-05-14
seq_17107,domestic,2020-05-11
seq_143585,domestic,2020-05-19
seq_103940,domestic,2020-06-24
seq_50998,intl_source,2020-04-29
seq_152904,domestic,2020-05-15
seq_160066,domestic,2020-05-12
seq_100644,domestic,2020-07-10
seq_82739,domestic,2020-04-13
seq_119384,domestic,2020-06-02
seq_67574,intl_source,2020-04-22
seq_156893,domestic,2020-05-13
seq_74665,domestic,2020-04-18
seq_142882,intl_source,2020-05-19
seq_31409,Imports,2020-05-06
seq_118942,intl_source,2020-06-02
seq_143607,domestic,2020-05-19
seq_79415,intl_source,2020-04-15
seq_22605,intl_source,2020-05-10
seq_28054,intl_source,2020-05-08
seq_50404,intl_source,2020-04-29
seq_144918,intl_source,2020-05-18
seq_126601,domestic,2020-05-27
seq_119700,domestic,2020-06-01
seq_68257,intl_source,2020-04-22
seq_37431,intl_source,2020-05-04
seq_15452,intl_source,2020-05-14
seq_39359,domestic,2020-05-03
seq_156955,domestic,2020-05-13
seq_126680,domestic,2020-05-27
seq_7953,intl_source,2020-04-15
seq_101101,intl_source,2020-07-07
seq_15396,intl_source,2020-05-14
seq_25971,domestic,2020-05-08
seq_50845,intl_source,2020-04-29
seq_71372,intl_source,2020-04-20
seq_89,domestic,2020-08-19
seq_117491,intl_source,2020-06-03
seq_22042,domestic,2020-05-10
seq_53016,intl_source,2020-04-28
seq_21021,domestic,2020-05-10
seq_137159,intl_source,2020-05-22
seq_141059,domestic,2020-05-20
seq_104380,domestic,2020-06-23
seq_1166,intl_source,2020-06-04
seq_89636,intl_source,2020-04-06
seq_109836,domestic,2020-06-12
seq_153405,intl_source,2020-05-15
seq_33865,domestic,2020-05-05
seq_69459,domestic,2020-04-21
seq_146076,domestic,2020-05-18
seq_90304,intl_source,2020-04-05
seq_41482,domestic,2020-05-03
seq_3518,domestic,2020-05-05
seq_24547,intl_source,2020-05-09
seq_34180,Imports,2020-05-05
seq_49066,domestic,2020-04-30
seq_112940,domestic,2020-06-08
seq_130520,intl_source,2020-05-25
seq_160604,intl_source,2020-05-12
seq_99457,domestic,2020-03-01
seq_115485,domestic,2020-06-05
seq_3647,domestic,2020-05-05
seq_141462,intl_source,2020-05-20
seq_111769,intl_source,2020-06-09
seq_133370,domestic,2020-05-24
seq_69118,intl_source,2020-04-21
seq_128166,domestic,2020-05-26
seq_3966,domestic,2020-05-03
seq_95691,intl_source,2020-03-26
seq_66681,intl_source,2020-04-22
seq_8563,intl_source,2020-04-10
seq_119163,domestic,2020-06-02
seq_139680,domestic,2020-05-20
seq_39241,domestic,2020-05-04
seq_3598,domestic,2020-05-05
seq_148521,intl_source,2020-05-17
seq_100871,domestic,2020-07-08
seq_117447,intl_source,2020-06-03
seq_42192,domestic,2020-05-02
seq_63925,intl_source,2020-04-24
seq_110684,domestic,2020-06-11
seq_33300,domestic,2020-05-06
seq_25338,intl_source,2020-05-08
seq_137790,domestic,2020-05-21
seq_26064,domestic,2020-05-08
seq_111446,intl_source,2020-06-10
seq_35418,domestic,2020-05-05
seq_109066,domestic,2020-06-13
seq_158549,domestic,2020-05-13
seq_57045,intl_source,2020-04-27
seq_90204,domestic,2020-04-05
seq_126565,intl_source,2020-05-27
seq_130753,intl_source,2020-05-25
seq_135345,intl_source,2020-05-23
seq_98140,intl_source,2020-03-16
seq_11359,domestic,2020-06-07
seq_83091,intl_source,2020-04-12
seq_11457,intl_source,2020-06-06
seq_29027,domestic,2020-05-07
seq_76167,domestic,2020-04-17
seq_125680,domestic,2020-05-28
seq_69426,intl_source,2020-04-21
seq_91864,domestic,2020-04-03
seq_138543,Imports,2020-05-21
seq_16686,intl_source,2020-05-12
seq_25101,domestic,2020-05-09
seq_35832,intl_source,2020-05-05
seq_12078,domestic,2020-05-31
seq_30530,domestic,2020-05-07
seq_152523,intl_source,2020-05-15
seq_65662,intl_source,2020-04-23
seq_33854,domestic,2020-05-05
seq_59428,intl_source,2020-04-26
seq_74087,intl_source,2020-04-19
seq_78777,domestic,2020-04-16
seq_85238,intl_source,2020-04-11
seq_50062,intl_source,2020-04-29
seq_92261,intl_source,2020-04-02
seq_51347,intl_source,2020-04-29
seq_88964,domestic,2020-04-07
seq_159437,domestic,2020-05-12
seq_82923,domestic,2020-04-13
seq_56233,domestic,2020-04-27
seq_11657,domestic,2020-06-04
seq_23479,domestic,2020-05-09
seq_89391,domestic,2020-04-06
seq_71016,domestic,2020-04-20
seq_69265,intl_source,2020-04-21
seq_4924,intl_source,2020-04-30
seq_32029,intl_source,2020-05-06
seq_150926,intl_source,2020-05-16
seq_16660,intl_source,2020-05-12
seq_84491,intl_source,2020-04-11
seq_43032,intl_source,2020-05-02
seq_20087,Imports,2020-05-10
seq_149160,domestic,2020-05-16
seq_84174,intl_source,2020-04-12
seq_78035,domestic,2020-04-16
seq_148128,intl_source,2020-05-17
seq_122842,intl_source,2020-05-30
seq_24212,intl_source,2020-05-09
seq_17121,domestic,2020-05-11
seq_58195,intl_source,2020-04-26
seq_32615,intl_source,2020-05-06
seq_1095,domestic,2020-06-12
seq_55824,intl_source,2020-04-27
seq_114685,intl_source,2020-06-06
seq_137143,intl_source,2020-05-22
seq_67602,domestic,2020-04-22
seq_88096,domestic,2020-04-08
seq_156820,domestic,2020-05-13
seq_53048,domestic,2020-04-28
seq_34933,intl_source,2020-05-05
seq_78276,domestic,2020-04-16
seq_140589,intl_source,2020-05-20
seq_130066,intl_source,2020-05-25
seq_50273,domestic,2020-04-29
seq_19211,intl_source,2020-05-11
seq_141355,domestic,2020-05-20
seq_90623,intl_source,2020-04-05
seq_87276,intl_source,2020-04-09
seq_70153,Imports,2020-04-21
seq_116984,domestic,2020-06-04
seq_69319,intl_source,2020-04-21
seq_132490,domestic,2020-05-24
seq_106861,intl_source,2020-06-17
seq_146479,domestic,2020-05-17
seq_122976,intl_source,2020-05-30
seq_115043,domestic,2020-06-05
seq_116116,domestic,2020-06-04
seq_87125,intl_source,2020-04-09
seq_45584,intl_source,2020-05-01
seq_53538,intl_source,2020-04-28
seq_116958,intl_source,2020-06-04
seq_66273,intl_source,2020-04-23
seq_125736,intl_source,2020-05-28
seq_105948,domestic,2020-06-19
seq_72069,Imports,2020-04-20
seq_133961,domestic,2020-05-23
seq_57535,intl_source,2020-04-26
seq_79157,domestic,2020-04-15
seq_105604,domestic,2020-06-19
seq_28450,domestic,2020-05-07
seq_196,intl_source,2020-08-09
seq_148787,domestic,2020-05-16
seq_122488,domestic,2020-05-30
seq_52670,domestic,2020-04-28
seq_134928,intl_source,2020-05-23
seq_38352,domestic,2020-05-04
seq_35746,domestic,2020-05-05
seq_110876,domestic,2020-06-10
seq_55837,intl_source,2020-04-27
seq_24786,domestic,2020-05-09
seq_81166,intl_source,2020-04-14
seq_46299,domestic,2020-05-01
seq_47103,intl_source,2020-05-01
seq_5178,intl_source,2020-04-29
seq_125385,intl_source,2020-05-28
seq_90106,Imports,2020-04-05
seq_53194,domestic,2020-04-28
seq_62241,intl_source,2020-04-25
seq_20515,domestic,2020-05-10
seq_126941,domestic,2020-05-27
seq_52725,intl_source,2020-04-28
seq_111788,domestic,2020-06-09
seq_115471,intl_source,2020-06-05
seq_76550,domestic,2020-04-17
seq_106135,domestic,2020-06-18
seq_51499,domestic,2020-04-29
seq_72993,domestic,2020-04-19
seq_20097,intl_source,2020-05-10
seq_108708,intl_source,2020-06-13
seq_35617,domestic,2020-05-05
seq_44544,domestic,2020-05-02
seq_47235,intl_source,2020-05-01
seq_101824,intl_source,2020-07-02
seq_73702,domestic,2020-04-19
seq_47588,domestic,2020-04-30
seq_101186,domestic,2020-07-06
seq_155419,domestic,2020-05-14
seq_96245,Imports,2020-03-24
seq_3927,intl_source,2020-05-04
seq_139954,domestic,2020-05-20
seq_88779,domestic,2020-04-07
seq_109906,domestic,2020-06-12
seq_104862,intl_source,2020-06-21
seq_96904,intl_source,2020-03-22
seq_4381,domestic,2020-05-02
seq_43479,intl_source,2020-05-02
seq_34941,intl_source,2020-05-05
seq_54411,intl_source,2020-04-28
seq_48341,domestic,2020-04-30
seq_127510,domestic,2020-05-27
seq_133644,intl_source,2020-05-23
seq_114918,domestic,2020-06-06
seq_103729,intl_source,2020-06-25
seq_70210,domestic,2020-04-21
seq_8167,intl_source,2020-04-14
seq_136432,intl_source,2020-05-22
seq_12945,Imports,2020-05-26
seq_51680,domestic,2020-04-29
seq_49712,intl_source,2020-04-30
seq_93386,intl_source,2020-03-31
seq_137162,intl_source,2020-05-22
seq_82668,intl_source,2020-04-13
seq_24078,domestic,2020-05-09
seq_23089,domestic,2020-05-09
seq_67009,intl_source,2020-04-22
seq_37277,intl_source,2020-05-04
seq_23947,domestic,2020-05-09
seq_3791,domestic,2020-05-04
seq_92571,domestic,2020-04-02
seq_154108,domestic,2020-05-14
seq_44090,intl_source,2020-05-02
seq_58493,domestic,2020-04-26
seq_75851,intl_source,2020-04-18
seq_115109,domestic,2020-06-05
seq_131397,domestic,2020-05-25
seq_70199,domestic,2020-04-21
seq_143109,domestic,2020-05-19
seq_92548,intl_source,2020-04-02
seq_67358,domestic,2020-04-22
seq_66525,intl_source,2020-04-23
seq_4810,domestic,2020-04-30
seq_6966,domestic,2020-04-21
seq_6992,domestic,2020-04-21
seq_11085,domestic,2020-06-10
seq_3460,intl_source,2020-05-05
seq_10993,intl_source,2020-06-11
seq_60628,domestic,2020-04-25
seq_9272,intl_source,2020-04-01
seq_146362,intl_source,2020-05-17
seq_159724,domestic,2020-05-12
seq_889,domestic,2020-07-19
seq_74088,domestic,2020-04-19
seq_31461,intl_source,2020-05-06
seq_67906,domestic,2020-04-22
seq_93781,domestic,2020-03-30
seq_64703,intl_source,2020-04-23
seq_156228,intl_source,2020-05-14
seq_50264,domestic,2020-04-29
seq_146988,intl_source,2020-05-17
seq_71629,intl_source,2020-04-20
seq_73264,domestic,2020-04-19
seq_134479,domestic,2020-05-23
seq_14798,intl_source,2020-05-17
seq_80549,domestic,2020-04-14
seq_84584,intl_source,2020-04-11
seq_8793,domestic,2020-04-08
seq_92639,domestic,2020-04-01
seq_121781,domestic,2020-05-31
seq_160559,intl_source,2020-05-12
seq_57164,intl_source,2020-04-27
seq_142065,Imports,2020-05-19
seq_154668,domestic,2020-05-14
seq_77353,domestic,2020-04-17
seq_120697,intl_source,2020-06-01
seq_21741,domestic,2020-05-10
seq_100910,domestic,2020-07-08
seq_47346,domestic,2020-04-30
seq_14043,intl_source,2020-05-20
seq_100392,Imports,2020-07-13
seq_137387,domestic,2020-05-22
seq_10267,domestic,2020-06-28
seq_3627,domestic,2020-05-05
seq_94506,intl_source,2020-03-29
seq_60731,domestic,2020-04-25
seq_147596,domestic,2020-05-17
seq_32357,domestic,2020-05-06
seq_12023,domestic,2020-06-01
seq_124083,domestic,2020-05-29
seq_34300,intl_source,2020-05-05
seq_51801,domestic,2020-04-29
seq_34006,domestic,2020-05-05
seq_86492,intl_source,2020-04-09
seq_40954,domestic,2020-05-03
seq_155480,domestic,2020-05-14
seq_127957,intl_source,2020-05-27
seq_122775,intl_source,2020-05-30
seq_85333,domestic,2020-04-10
seq_111465,domestic,2020-06-10
seq_67695,intl_source,2020-04-22
seq_24978,domestic,2020-05-09
seq_130722,domestic,2020-05-25
seq_156686,Imports,2020-05-13
seq_112293,domestic,2020-06-08
seq_131054,domestic,2020-05-25
seq_82327,intl_source,2020-04-13
seq_46349,domestic,2020-05-01
seq_13727,intl_source,2020-05-22
seq_135451,domestic,2020-05-22
seq_18071,domestic,2020-05-11
seq_149380,intl_source,2020-05-16
seq_114179,intl_source,2020-06-06
seq_133635,domestic,2020-05-23
seq_16043,intl_source,2020-05-12
seq_15553,intl_source,2020-05-14
seq_158367,intl_source,2020-05-13
seq_121351,domestic,2020-05-31
seq_17059,domestic,2020-05-11
seq_148052,domestic,2020-05-17
seq_81849,domestic,2020-04-13
seq_49829,domestic,2020-04-30
seq_159036,domestic,2020-05-12
